"Year","aou","speciestotal","routeID"
2009,4860,8,84060020
2010,4860,7,84060020
2011,4860,6,84060020
2012,4860,2,84060020
2013,4860,1,84060020
2014,4860,5,84060020
2015,4860,10,84060020
2016,4860,5,84060020
1974,4860,2,84060021
1968,4860,6,84060022
1970,4860,4,84060022
1974,4860,5,84060022
1977,4860,4,84060022
1978,4860,44,84060022
1980,4860,4,84060022
1981,4860,20,84060022
1982,4860,17,84060022
1987,4860,11,84060022
1988,4860,7,84060022
1989,4860,17,84060022
1990,4860,7,84060022
1991,4860,7,84060022
1992,4860,9,84060022
1993,4860,18,84060022
1994,4860,4,84060022
1995,4860,4,84060022
1996,4860,10,84060022
1997,4860,10,84060022
1998,4860,8,84060022
1999,4860,4,84060022
2000,4860,17,84060022
2001,4860,11,84060022
2002,4860,3,84060022
2003,4860,2,84060022
2004,4860,14,84060022
2005,4860,17,84060022
2006,4860,10,84060022
2007,4860,11,84060022
2008,4860,5,84060022
2009,4860,22,84060022
2010,4860,11,84060022
2011,4860,8,84060022
2012,4860,20,84060022
2013,4860,16,84060022
2014,4860,78,84060022
2015,4860,13,84060022
2016,4860,10,84060022
1968,4860,1,84060026
1981,4860,2,84060027
1998,4860,1,84060027
2001,4860,1,84060027
2005,4860,4,84060027
2009,4860,1,84060027
2010,4860,1,84060027
2011,4860,3,84060027
2012,4860,1,84060027
2013,4860,2,84060027
2014,4860,1,84060027
2015,4860,5,84060027
1975,4860,6,84060028
1977,4860,9,84060028
1978,4860,13,84060028
1979,4860,1,84060028
1981,4860,5,84060028
1982,4860,7,84060028
1987,4860,4,84060028
1988,4860,10,84060028
1989,4860,16,84060028
1990,4860,5,84060028
1991,4860,9,84060028
1992,4860,8,84060028
1993,4860,6,84060028
1994,4860,5,84060028
1995,4860,12,84060028
1996,4860,3,84060028
1997,4860,3,84060028
1999,4860,9,84060028
2000,4860,5,84060028
2001,4860,5,84060028
2002,4860,11,84060028
2003,4860,11,84060028
2004,4860,7,84060028
2005,4860,11,84060028
2006,4860,4,84060028
2007,4860,10,84060028
2008,4860,21,84060028
2009,4860,11,84060028
2010,4860,6,84060028
2011,4860,5,84060028
2012,4860,9,84060028
2013,4860,9,84060028
2014,4860,10,84060028
2015,4860,9,84060028
2016,4860,7,84060028
1988,4860,1,84060031
1999,4860,9,84060031
2000,4860,6,84060031
2001,4860,4,84060031
2002,4860,3,84060031
2003,4860,3,84060031
2012,4860,2,84060031
2014,4860,1,84060031
1995,4860,15,84060051
1996,4860,12,84060051
1997,4860,12,84060051
1998,4860,22,84060051
1999,4860,14,84060051
2000,4860,12,84060051
2001,4860,18,84060051
2002,4860,12,84060051
2003,4860,11,84060051
2004,4860,12,84060051
2005,4860,23,84060051
2006,4860,13,84060051
2007,4860,14,84060051
2008,4860,36,84060051
2009,4860,13,84060051
2010,4860,5,84060051
2011,4860,48,84060051
2012,4860,18,84060051
2013,4860,3,84060051
2014,4860,21,84060051
2015,4860,12,84060051
2016,4860,42,84060051
1992,4860,3,84060052
1993,4860,14,84060052
1994,4860,11,84060052
1995,4860,14,84060052
1996,4860,12,84060052
1997,4860,17,84060052
1999,4860,9,84060052
2001,4860,9,84060052
2002,4860,4,84060052
2003,4860,12,84060052
2004,4860,7,84060052
2005,4860,22,84060052
2006,4860,29,84060052
2007,4860,30,84060052
2008,4860,3,84060052
2009,4860,43,84060052
2010,4860,4,84060052
2011,4860,2,84060052
2012,4860,6,84060052
2013,4860,8,84060052
2014,4860,11,84060052
2015,4860,11,84060052
2016,4860,11,84060052
1992,4860,18,84060053
1994,4860,5,84060053
1995,4860,5,84060053
1996,4860,12,84060053
1997,4860,11,84060053
1998,4860,21,84060053
1999,4860,7,84060053
1992,4860,18,84060054
1993,4860,11,84060054
1994,4860,13,84060054
1995,4860,12,84060054
1996,4860,12,84060054
1997,4860,14,84060054
1998,4860,14,84060054
2000,4860,9,84060054
2001,4860,5,84060054
2002,4860,14,84060054
2004,4860,2,84060056
2005,4860,3,84060056
2007,4860,2,84060056
2009,4860,1,84060056
2010,4860,6,84060056
2011,4860,7,84060056
2012,4860,12,84060056
2013,4860,9,84060056
2014,4860,10,84060056
2015,4860,7,84060056
2016,4860,14,84060056
1994,4860,18,84060057
1995,4860,27,84060057
1996,4860,32,84060057
1997,4860,19,84060057
1998,4860,28,84060057
1999,4860,23,84060057
2000,4860,42,84060057
2001,4860,14,84060057
2002,4860,11,84060057
2003,4860,35,84060057
2004,4860,20,84060057
2005,4860,31,84060057
2006,4860,26,84060057
2007,4860,37,84060057
2008,4860,27,84060057
2009,4860,35,84060057
2010,4860,22,84060057
2011,4860,15,84060057
2012,4860,20,84060057
2013,4860,8,84060057
2014,4860,12,84060057
2015,4860,58,84060057
2016,4860,15,84060057
1993,4860,16,84060058
1994,4860,5,84060058
1996,4860,89,84060058
1997,4860,2,84060058
1998,4860,6,84060058
1999,4860,11,84060058
2001,4860,7,84060058
2002,4860,35,84060058
2003,4860,30,84060058
2004,4860,26,84060058
2005,4860,6,84060058
2006,4860,87,84060058
2007,4860,27,84060058
2008,4860,10,84060058
2009,4860,28,84060058
2010,4860,18,84060058
2011,4860,10,84060058
2012,4860,8,84060058
1994,4860,5,84060059
1995,4860,5,84060059
1996,4860,7,84060059
1997,4860,9,84060059
1998,4860,5,84060059
1999,4860,9,84060059
2000,4860,11,84060059
2001,4860,12,84060059
2002,4860,3,84060059
2003,4860,13,84060059
2004,4860,6,84060059
2005,4860,8,84060059
2006,4860,7,84060059
2007,4860,2,84060059
2008,4860,5,84060059
2010,4860,2,84060059
2011,4860,3,84060059
2012,4860,1,84060059
2013,4860,5,84060059
2014,4860,3,84060059
2015,4860,2,84060059
2016,4860,1,84060059
1992,4860,16,84060060
1993,4860,6,84060060
1994,4860,10,84060060
1995,4860,6,84060060
1997,4860,2,84060060
1998,4860,5,84060060
1999,4860,2,84060060
2000,4860,8,84060060
2001,4860,10,84060060
2002,4860,7,84060060
2003,4860,10,84060060
2004,4860,4,84060060
2005,4860,2,84060060
2006,4860,22,84060060
2007,4860,6,84060060
2008,4860,5,84060060
2009,4860,6,84060060
2010,4860,6,84060060
2011,4860,4,84060060
2012,4860,7,84060060
2013,4860,12,84060060
2014,4860,12,84060060
2015,4860,8,84060060
2016,4860,11,84060060
1994,4860,3,84060061
1995,4860,4,84060061
1996,4860,3,84060061
1998,4860,6,84060061
1999,4860,8,84060061
2000,4860,9,84060061
2002,4860,8,84060061
2003,4860,9,84060061
2004,4860,15,84060061
2005,4860,14,84060061
2006,4860,7,84060061
2007,4860,12,84060061
2008,4860,5,84060061
2009,4860,7,84060061
2010,4860,20,84060061
2011,4860,23,84060061
2012,4860,16,84060061
2013,4860,23,84060061
2014,4860,17,84060061
2015,4860,28,84060061
2016,4860,10,84060061
2000,4860,12,84060062
2001,4860,14,84060062
2003,4860,2,84060062
2011,4860,2,84060062
2013,4860,5,84060062
1992,4860,17,84060063
1993,4860,35,84060063
1995,4860,44,84060063
1996,4860,26,84060063
1997,4860,33,84060063
1993,4860,16,84060064
1994,4860,11,84060064
1995,4860,1,84060064
1998,4860,15,84060065
1999,4860,24,84060065
2000,4860,18,84060065
2001,4860,23,84060065
2002,4860,11,84060065
2003,4860,31,84060065
2004,4860,9,84060065
2005,4860,13,84060065
2006,4860,17,84060065
2007,4860,18,84060065
2008,4860,15,84060065
2009,4860,11,84060065
2010,4860,7,84060065
2011,4860,32,84060065
2012,4860,9,84060065
2013,4860,14,84060065
2014,4860,20,84060065
2015,4860,46,84060065
2016,4860,13,84060065
1993,4860,10,84060067
1994,4860,6,84060067
1995,4860,7,84060067
1997,4860,3,84060067
1998,4860,4,84060067
1999,4860,2,84060067
2000,4860,5,84060067
2001,4860,2,84060067
2002,4860,6,84060067
2003,4860,1,84060067
2004,4860,4,84060067
2005,4860,3,84060067
2006,4860,1,84060067
2007,4860,4,84060067
2008,4860,7,84060067
2009,4860,3,84060067
2010,4860,1,84060067
2013,4860,1,84060067
2014,4860,3,84060067
2001,4860,1,84060068
2003,4860,1,84060068
2007,4860,1,84060068
2009,4860,1,84060068
2010,4860,11,84060068
2011,4860,3,84060068
2012,4860,4,84060068
2013,4860,2,84060068
2014,4860,3,84060068
2015,4860,16,84060068
2016,4860,10,84060068
1995,4860,5,84060069
1996,4860,3,84060069
1997,4860,4,84060069
1998,4860,3,84060069
1999,4860,7,84060069
2000,4860,5,84060069
2001,4860,3,84060069
2002,4860,4,84060069
2003,4860,5,84060069
2005,4860,7,84060069
2006,4860,6,84060069
2007,4860,5,84060069
2008,4860,9,84060069
2009,4860,5,84060069
2010,4860,8,84060069
2011,4860,10,84060069
2012,4860,12,84060069
2013,4860,7,84060069
2014,4860,11,84060069
2015,4860,12,84060069
2016,4860,6,84060069
1993,4860,1,84060070
1994,4860,2,84060070
1995,4860,1,84060070
1996,4860,1,84060070
1997,4860,8,84060070
1999,4860,3,84060070
2000,4860,5,84060070
2001,4860,2,84060070
2002,4860,3,84060070
2003,4860,8,84060070
2004,4860,2,84060070
2005,4860,3,84060070
2006,4860,6,84060070
2007,4860,2,84060070
2008,4860,1,84060070
2009,4860,2,84060070
2010,4860,3,84060070
2013,4860,2,84060070
2014,4860,3,84060070
2015,4860,1,84060070
2016,4860,1,84060070
1992,4860,3,84060071
1993,4860,6,84060072
1994,4860,10,84060072
1995,4860,12,84060072
1996,4860,6,84060072
1997,4860,6,84060072
1998,4860,15,84060072
1999,4860,5,84060072
2000,4860,3,84060072
2001,4860,6,84060072
2002,4860,3,84060072
2003,4860,7,84060072
2004,4860,5,84060072
2005,4860,3,84060072
2006,4860,12,84060072
2007,4860,6,84060072
2008,4860,1,84060072
2009,4860,7,84060072
2010,4860,9,84060072
2011,4860,4,84060072
2014,4860,4,84060072
1994,4860,1,84060073
1995,4860,1,84060073
2001,4860,2,84060073
2002,4860,1,84060073
2008,4860,1,84060073
2010,4860,2,84060073
2013,4860,2,84060073
2014,4860,5,84060073
1992,4860,1,84060075
1993,4860,1,84060075
1994,4860,3,84060075
1996,4860,1,84060075
1997,4860,1,84060075
1998,4860,5,84060075
1999,4860,2,84060075
2000,4860,3,84060075
2001,4860,2,84060075
2005,4860,3,84060075
2008,4860,1,84060075
2010,4860,2,84060075
2013,4860,8,84060075
1993,4860,10,84060076
1994,4860,3,84060076
1995,4860,7,84060076
1997,4860,3,84060076
1998,4860,6,84060076
1999,4860,12,84060076
2000,4860,11,84060076
2001,4860,7,84060076
2002,4860,4,84060076
2003,4860,11,84060076
2004,4860,5,84060076
2005,4860,11,84060076
2006,4860,33,84060076
2007,4860,9,84060076
2008,4860,6,84060076
2009,4860,18,84060076
2010,4860,5,84060076
2011,4860,2,84060076
2012,4860,14,84060076
2014,4860,6,84060076
2015,4860,14,84060076
2016,4860,5,84060076
1992,4860,4,84060078
1994,4860,21,84060078
1995,4860,2,84060078
1996,4860,12,84060078
1997,4860,10,84060078
1998,4860,13,84060078
1999,4860,25,84060078
2000,4860,11,84060078
2001,4860,15,84060078
2002,4860,5,84060078
2003,4860,8,84060078
2004,4860,5,84060078
2005,4860,10,84060078
2006,4860,5,84060078
2007,4860,17,84060078
2008,4860,9,84060078
2009,4860,7,84060078
2010,4860,7,84060078
2011,4860,8,84060078
2012,4860,4,84060078
2013,4860,11,84060078
2014,4860,4,84060078
2015,4860,11,84060078
2016,4860,9,84060078
2006,4860,2,84060079
2008,4860,3,84060079
2009,4860,2,84060079
2014,4860,1,84060079
2016,4860,3,84060079
1993,4860,1,84060081
1999,4860,1,84060081
2002,4860,1,84060081
2003,4860,1,84060081
2005,4860,2,84060081
1988,4860,12,84060101
1989,4860,7,84060101
1999,4860,10,84060107
2000,4860,6,84060107
2001,4860,6,84060107
2002,4860,4,84060107
2003,4860,5,84060107
2004,4860,5,84060107
2005,4860,11,84060107
2006,4860,3,84060107
2007,4860,3,84060107
2008,4860,4,84060107
2009,4860,7,84060107
2010,4860,6,84060107
2011,4860,6,84060107
2012,4860,9,84060107
2013,4860,2,84060107
2014,4860,8,84060107
2015,4860,9,84060107
2016,4860,8,84060107
1980,4860,11,84060111
1981,4860,8,84060111
1982,4860,8,84060111
1987,4860,11,84060111
1988,4860,9,84060111
1989,4860,4,84060111
1990,4860,1,84060111
1991,4860,6,84060111
1992,4860,4,84060111
1993,4860,5,84060111
1994,4860,4,84060111
1995,4860,8,84060111
1996,4860,14,84060111
1997,4860,5,84060111
1998,4860,8,84060111
1999,4860,3,84060111
2000,4860,2,84060111
2001,4860,6,84060111
2002,4860,6,84060111
2003,4860,24,84060111
2004,4860,11,84060111
2005,4860,8,84060111
2006,4860,27,84060111
2007,4860,12,84060111
2008,4860,15,84060111
2009,4860,7,84060111
2010,4860,13,84060111
2011,4860,19,84060111
2012,4860,39,84060111
2013,4860,19,84060111
2014,4860,21,84060111
2015,4860,16,84060111
2016,4860,16,84060111
1977,4860,2,84060112
1978,4860,1,84060112
1979,4860,35,84060112
1980,4860,10,84060112
1981,4860,6,84060112
1982,4860,61,84060112
1990,4860,12,84060112
1991,4860,4,84060112
1994,4860,4,84060112
2003,4860,3,84060112
2004,4860,10,84060112
2005,4860,10,84060112
2006,4860,19,84060112
2007,4860,7,84060112
2008,4860,19,84060112
2009,4860,7,84060112
2010,4860,17,84060112
2011,4860,19,84060112
2012,4860,25,84060112
2014,4860,2,84060112
2015,4860,2,84060112
2016,4860,5,84060112
1984,4860,8,84060114
1985,4860,7,84060114
1986,4860,7,84060114
1987,4860,8,84060114
1988,4860,13,84060114
1989,4860,10,84060114
1990,4860,11,84060114
1991,4860,14,84060114
1992,4860,12,84060114
1993,4860,7,84060114
1994,4860,2,84060114
1996,4860,10,84060114
1997,4860,14,84060114
1998,4860,18,84060114
1999,4860,14,84060114
2001,4860,8,84060114
2002,4860,12,84060114
2003,4860,5,84060114
2004,4860,6,84060114
2005,4860,6,84060114
2006,4860,9,84060114
2007,4860,9,84060114
2008,4860,3,84060114
2009,4860,13,84060114
2010,4860,4,84060114
2011,4860,6,84060114
2012,4860,5,84060114
2013,4860,4,84060114
2014,4860,8,84060114
2015,4860,3,84060114
2016,4860,7,84060114
1998,4860,4,84060115
1999,4860,4,84060115
2000,4860,2,84060115
2001,4860,3,84060115
2002,4860,3,84060115
2003,4860,2,84060115
2004,4860,1,84060115
2006,4860,3,84060115
2007,4860,2,84060115
2010,4860,1,84060115
2011,4860,6,84060115
2012,4860,9,84060115
2013,4860,1,84060115
2014,4860,5,84060115
2015,4860,1,84060115
2016,4860,2,84060115
2001,4860,4,84060116
2002,4860,8,84060116
2003,4860,19,84060116
2004,4860,7,84060116
2005,4860,11,84060116
2006,4860,4,84060116
2007,4860,10,84060116
2009,4860,4,84060116
2010,4860,6,84060116
2011,4860,6,84060116
2012,4860,2,84060116
2013,4860,1,84060116
2014,4860,2,84060116
2015,4860,31,84060116
2016,4860,19,84060116
1982,4860,6,84060121
1987,4860,10,84060121
1988,4860,18,84060121
1989,4860,2,84060121
1980,4860,4,84060126
1981,4860,1,84060126
1987,4860,16,84060126
1988,4860,24,84060126
1989,4860,5,84060126
1990,4860,11,84060126
1991,4860,8,84060126
1993,4860,6,84060126
1994,4860,6,84060126
1996,4860,5,84060126
1997,4860,1,84060126
1999,4860,11,84060126
2000,4860,5,84060126
2003,4860,6,84060126
2004,4860,3,84060126
2006,4860,1,84060126
2007,4860,2,84060126
2009,4860,2,84060126
2000,4860,21,84060153
2001,4860,6,84060153
2003,4860,9,84060153
2004,4860,7,84060153
2005,4860,11,84060153
2006,4860,38,84060153
2007,4860,21,84060153
2008,4860,15,84060153
2009,4860,29,84060153
2010,4860,38,84060153
2011,4860,16,84060153
2012,4860,35,84060153
2013,4860,21,84060153
2014,4860,36,84060153
2015,4860,28,84060153
2016,4860,24,84060153
2005,4860,14,84060154
2006,4860,13,84060154
2007,4860,17,84060154
2008,4860,13,84060154
2009,4860,9,84060154
2010,4860,11,84060154
2011,4860,7,84060154
2012,4860,8,84060154
2013,4860,11,84060154
2014,4860,10,84060154
2015,4860,7,84060154
2016,4860,8,84060154
2002,4860,2,84060155
2004,4860,6,84060155
2005,4860,11,84060155
2007,4860,8,84060155
2008,4860,15,84060155
2009,4860,9,84060155
2010,4860,5,84060155
2011,4860,18,84060155
2012,4860,15,84060155
2013,4860,33,84060155
2014,4860,15,84060155
2015,4860,15,84060155
2016,4860,30,84060155
2014,4860,13,84060158
2015,4860,20,84060158
2016,4860,5,84060158
1999,4860,31,84060163
2000,4860,35,84060163
2001,4860,18,84060163
1997,4860,8,84060164
1998,4860,8,84060164
1999,4860,8,84060164
2000,4860,4,84060164
2001,4860,8,84060164
2002,4860,1,84060164
2003,4860,3,84060164
2004,4860,4,84060164
2005,4860,1,84060164
2006,4860,17,84060164
2007,4860,7,84060164
2008,4860,2,84060164
2009,4860,23,84060164
2010,4860,9,84060164
2011,4860,2,84060164
2012,4860,3,84060164
2013,4860,8,84060164
2014,4860,1,84060164
2015,4860,1,84060164
2005,4860,2,84060166
2007,4860,1,84060166
2008,4860,2,84060166
2011,4860,1,84060166
2013,4860,2,84060166
2014,4860,1,84060166
2015,4860,2,84060166
1990,4860,4,84060201
1991,4860,14,84060201
1992,4860,4,84060201
1993,4860,8,84060201
1994,4860,4,84060201
1995,4860,6,84060201
1996,4860,8,84060201
1997,4860,3,84060201
1998,4860,22,84060201
1999,4860,8,84060201
2000,4860,9,84060201
2001,4860,7,84060201
2002,4860,12,84060201
2003,4860,14,84060201
2004,4860,11,84060201
2005,4860,3,84060201
2006,4860,19,84060201
2007,4860,12,84060201
2008,4860,24,84060201
2009,4860,9,84060201
2010,4860,24,84060201
2011,4860,17,84060201
2012,4860,8,84060201
2013,4860,10,84060201
2011,4860,2,84060221
2012,4860,2,84060221
2002,4860,7,84060263
2003,4860,42,84060263
2004,4860,45,84060263
2005,4860,19,84060263
2006,4860,9,84060263
2007,4860,16,84060263
2008,4860,21,84060263
2009,4860,15,84060263
2010,4860,11,84060263
2011,4860,4,84060263
2012,4860,5,84060263
2013,4860,11,84060263
2014,4860,7,84060263
2015,4860,6,84060263
2016,4860,1,84060263
2014,4860,11,84060301
2015,4860,23,84060301
2016,4860,18,84060301
1993,4860,8,84060900
1994,4860,18,84060900
1997,4860,3,84061005
2009,4860,3,84061008
2011,4860,3,84061008
2012,4860,2,84061008
2013,4860,1,84061008
2016,4860,3,84061008
2013,4860,2,84061011
2004,4860,2,84061013
2005,4860,5,84061013
2006,4860,1,84061014
1991,4860,1,84061016
1992,4860,1,84061016
1988,4860,1,84061017
1997,4860,5,84061017
2004,4860,1,84061017
2010,4860,3,84061017
2011,4860,4,84061017
2004,4860,1,84061018
2009,4860,2,84061018
2010,4860,2,84061018
1995,4860,1,84061019
1996,4860,2,84061022
1998,4860,2,84061022
2001,4860,1,84061022
2002,4860,2,84061022
2005,4860,1,84061022
2006,4860,5,84061022
2008,4860,7,84061022
2012,4860,2,84061022
2013,4860,4,84061022
2016,4860,6,84061022
2004,4860,1,84061024
2005,4860,4,84061024
2007,4860,2,84061024
2009,4860,2,84061024
2010,4860,3,84061024
2011,4860,5,84061024
2012,4860,8,84061024
2013,4860,2,84061024
2014,4860,3,84061024
2015,4860,2,84061024
2016,4860,4,84061024
2009,4860,2,84061025
2011,4860,4,84061025
2012,4860,1,84061025
2014,4860,2,84061025
2015,4860,1,84061025
2014,4860,2,84061026
1999,4860,1,84061027
2011,4860,1,84061027
1991,4860,3,84061028
1993,4860,1,84061028
1999,4860,2,84061028
2008,4860,2,84061028
2010,4860,6,84061028
2012,4860,2,84061028
2013,4860,1,84061028
2014,4860,3,84061028
2015,4860,2,84061028
2007,4860,1,84061029
2009,4860,5,84061029
2011,4860,1,84061029
2013,4860,3,84061029
2014,4860,2,84061029
2015,4860,4,84061029
2016,4860,1,84061029
2001,4860,2,84061030
2004,4860,1,84061030
2006,4860,3,84061030
2007,4860,3,84061030
2008,4860,2,84061030
2010,4860,1,84061030
2011,4860,1,84061030
2013,4860,1,84061030
2015,4860,4,84061030
2016,4860,4,84061030
2005,4860,1,84061031
2016,4860,1,84061031
2001,4860,2,84061032
2010,4860,5,84061032
2011,4860,3,84061032
2012,4860,5,84061032
2013,4860,5,84061032
2009,4860,1,84061033
2010,4860,1,84061033
2011,4860,6,84061033
2012,4860,2,84061033
2014,4860,2,84061033
2015,4860,4,84061033
2016,4860,1,84061033
2007,4860,1,84061034
2010,4860,2,84061034
2011,4860,2,84061034
2016,4860,3,84061034
2016,4860,1,84061035
2006,4860,1,84061038
2009,4860,1,84061038
2011,4860,1,84061038
2015,4860,5,84061038
2016,4860,2,84061038
2012,4860,2,84061041
1995,4860,1,84061043
2005,4860,2,84061044
2007,4860,3,84061044
2008,4860,15,84061044
2009,4860,2,84061044
2011,4860,1,84061044
2012,4860,1,84061044
2014,4860,1,84061044
2015,4860,1,84061044
1992,4860,2,84061045
1995,4860,3,84061045
1996,4860,4,84061045
1997,4860,2,84061045
1998,4860,4,84061045
2000,4860,5,84061045
2001,4860,1,84061045
2002,4860,9,84061045
2003,4860,5,84061045
2005,4860,8,84061045
2007,4860,2,84061045
2008,4860,2,84061045
2009,4860,7,84061045
2010,4860,2,84061045
2011,4860,4,84061045
2012,4860,1,84061045
2013,4860,15,84061045
2014,4860,5,84061045
2015,4860,7,84061045
1994,4860,4,84061046
1995,4860,4,84061046
2002,4860,2,84061046
2003,4860,4,84061046
2004,4860,7,84061046
2007,4860,3,84061046
2013,4860,2,84061047
2015,4860,1,84061047
1997,4860,1,84061049
1998,4860,1,84061049
2000,4860,1,84061049
2003,4860,1,84061049
2004,4860,2,84061049
2006,4860,2,84061049
2008,4860,1,84061049
2009,4860,5,84061049
2010,4860,4,84061049
2012,4860,8,84061049
2014,4860,3,84061049
2015,4860,3,84061049
2016,4860,3,84061049
2004,4860,1,84061050
2005,4860,1,84061050
2011,4860,1,84061050
2013,4860,1,84061050
2014,4860,1,84061050
2009,4860,3,84061052
2010,4860,3,84061052
2011,4860,2,84061052
2016,4860,2,84061052
2016,4860,2,84061053
2012,4860,2,84061055
2013,4860,1,84061055
2000,4860,1,84061056
2001,4860,1,84061056
2002,4860,1,84061056
2008,4860,2,84061056
2010,4860,1,84061056
2012,4860,2,84061056
2013,4860,2,84061056
2015,4860,5,84061057
2012,4860,1,84061058
2003,4860,6,84061060
2008,4860,1,84061060
2009,4860,2,84061060
2011,4860,1,84061060
2012,4860,1,84061063
2014,4860,5,84061070
2007,4860,3,84061072
2008,4860,2,84061072
1989,4860,3,84061073
1991,4860,2,84061073
1992,4860,2,84061073
1993,4860,1,84061073
1994,4860,3,84061073
1995,4860,7,84061073
1996,4860,3,84061073
1997,4860,5,84061073
1998,4860,4,84061073
1999,4860,7,84061073
2000,4860,1,84061073
2002,4860,13,84061073
2003,4860,7,84061073
2004,4860,4,84061073
2006,4860,8,84061073
2007,4860,8,84061073
2008,4860,4,84061073
2009,4860,2,84061073
2010,4860,1,84061073
2011,4860,3,84061073
2013,4860,1,84061073
2014,4860,2,84061073
2015,4860,4,84061073
2016,4860,7,84061073
2003,4860,1,84061074
2004,4860,1,84061074
1996,4860,2,84061075
2001,4860,1,84061075
2004,4860,2,84061075
2006,4860,2,84061075
2007,4860,2,84061075
2009,4860,2,84061075
2011,4860,2,84061075
2012,4860,1,84061075
2014,4860,4,84061075
2016,4860,1,84061075
1981,5090,3,84061076
1983,4860,1,84061076
1990,4860,1,84061076
1991,5090,1,84061076
1996,4860,1,84061076
1999,4860,1,84061076
2000,4860,2,84061076
2003,4860,1,84061076
2006,4860,2,84061076
2015,4860,6,84061076
2016,4860,1,84061076
2008,4860,6,84061077
2010,4860,1,84061077
2011,4860,3,84061077
2012,4860,2,84061077
2013,4860,1,84061077
2014,4860,3,84061077
2015,4860,2,84061077
1989,4860,4,84061078
1990,4860,2,84061078
1993,4860,1,84061078
1996,4860,2,84061078
1998,4860,1,84061078
2013,4860,1,84061080
1979,4860,3,84061081
1981,4860,1,84061081
1984,4860,2,84061081
1985,4860,4,84061081
1986,4860,3,84061081
1987,4860,1,84061081
1988,4860,2,84061081
1989,4860,7,84061081
1990,4860,3,84061081
1991,4860,5,84061081
1992,4860,1,84061081
1993,4860,9,84061081
1994,4860,4,84061081
1995,4860,2,84061081
1996,4860,3,84061081
1997,4860,4,84061081
1998,4860,2,84061081
1999,4860,10,84061081
2000,4860,5,84061081
2005,4860,2,84061081
2006,4860,5,84061081
2007,4860,8,84061081
2008,4860,9,84061081
2009,4860,5,84061081
2010,4860,6,84061081
2014,4860,2,84061081
2015,4860,3,84061081
1973,5090,1,84061082
1977,4860,3,84061082
1979,4860,1,84061082
1984,4860,1,84061082
1987,4860,4,84061082
1988,4860,14,84061082
1989,4860,1,84061082
1991,4860,8,84061082
1992,4860,10,84061082
1993,4860,7,84061082
1994,4860,3,84061082
1995,4860,5,84061082
2006,4860,5,84061082
1981,4860,2,84061083
1986,4860,4,84061083
1987,4860,2,84061083
1988,4860,2,84061083
1989,4860,3,84061083
1990,4860,2,84061083
1992,4860,2,84061083
1994,4860,1,84061083
1995,4860,4,84061083
1996,4860,7,84061083
1998,4860,2,84061083
1999,4860,5,84061083
2000,4860,3,84061083
2005,4860,4,84061083
2006,4860,5,84061083
2007,4860,6,84061083
2008,4860,5,84061083
2009,4860,5,84061083
2010,4860,4,84061083
1973,5090,1,84061084
1974,5090,2,84061084
1979,4860,1,84061084
1982,4860,1,84061084
1983,4860,2,84061084
1984,4860,5,84061084
1985,4860,1,84061084
1986,4860,5,84061084
1987,4860,5,84061084
1988,4860,3,84061084
1989,4860,5,84061084
1990,4860,8,84061084
1992,4860,5,84061084
1993,4860,3,84061084
1994,4860,3,84061084
1995,4860,1,84061084
1996,4860,1,84061084
1996,5090,1,84061084
1999,4860,2,84061084
2001,4860,2,84061084
2002,4860,1,84061084
2004,4860,1,84061084
2007,4860,3,84061084
2010,4860,1,84061084
2011,4860,2,84061084
2012,4860,4,84061084
2013,4860,1,84061084
2014,4860,5,84061084
2016,4860,6,84061084
1975,5090,2,84061085
1977,4860,1,84061085
1977,5090,6,84061085
1980,4860,1,84061085
1981,4860,1,84061085
1982,4860,2,84061085
1985,4860,4,84061085
1986,4860,3,84061085
1987,4860,3,84061085
1988,4860,2,84061085
1989,4860,1,84061085
1991,4860,2,84061085
1992,4860,6,84061085
1993,4860,5,84061085
1994,4860,10,84061085
1995,4860,4,84061085
1996,4860,3,84061085
2006,4860,2,84061085
2007,4860,5,84061085
2008,4860,5,84061085
2009,4860,2,84061085
2011,4860,3,84061085
2012,4860,4,84061085
2014,4860,2,84061085
2015,4860,7,84061085
2016,4860,2,84061085
1991,4860,3,84061086
1992,4860,1,84061086
1994,4860,4,84061086
1985,4860,2,84061087
1987,4860,3,84061087
1988,4860,1,84061087
1989,4860,5,84061087
1990,4860,4,84061087
1991,4860,5,84061087
1992,4860,1,84061087
1993,4860,3,84061087
1994,4860,2,84061087
1995,4860,2,84061087
1996,4860,10,84061087
1997,4860,4,84061087
1999,4860,8,84061087
2000,4860,2,84061087
2005,4860,5,84061087
2009,4860,20,84061087
2010,4860,10,84061087
2011,4860,13,84061087
2014,4860,17,84061087
2016,4860,11,84061087
1981,4860,1,84061088
1989,4860,3,84061088
1990,4860,1,84061088
1992,4860,1,84061088
1993,4860,6,84061088
1995,4860,12,84061088
1996,4860,2,84061088
1997,4860,3,84061088
1998,4860,2,84061088
1999,4860,4,84061088
2000,4860,4,84061088
2001,4860,5,84061088
2002,4860,3,84061088
2004,4860,6,84061088
2007,4860,3,84061088
1998,4860,1,84061089
2006,4860,1,84061089
2010,4860,1,84061089
2011,4860,2,84061089
2013,4860,6,84061089
2014,4860,2,84061089
2016,4860,5,84061089
1996,4860,1,84061090
1998,4860,5,84061090
1999,4860,1,84061090
2001,4860,2,84061090
